,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
32,,[0.5770204067230225],[0.9640237092971802],[0.8861315846443176],[0.578648567199707],[0.8754652142524719],[0.9330462217330933],[0.5987678170204163],[0.875056803226471],[0.9179561138153076],[0.5765904188156128],[0.9649976491928101],[0.8109286427497864],[0.940252959728241],[0.954449474811554],[0.9235471487045288],[0.9481446743011475],[0.9533664584159851],[0.917711079120636],[0.8329095244407654],[0.9729288816452026],[0.9356166124343872],[0.8115888833999634],[0.8851486444473267],[0.8791688680648804]
33,,[0.6400180459022522],[0.9615811705589294],[0.9558241367340088],[0.6412895321846008],[0.9658357501029968],[0.9410846829414368],[0.7037189602851868],[0.9657713770866394],[0.9346169233322144],[0.6398631930351257],[0.9548934698104858],[0.7853695750236511],[0.9696456789970398],[0.9577702879905701],[0.895193338394165],[0.9696274995803833],[0.9563902020454407],[0.882477343082428],[0.8866651654243469],[0.8779163956642151],[0.8400322794914246],[0.821524977684021],[0.8059102296829224],[0.38846272230148315]
34,,[0.6785306334495544],[0.9531803131103516],[0.4798583388328552],[0.5991436243057251],[0.9567470550537109],[0.95708167552948],[0.6090570688247681],[0.9443883895874023],[0.9578061699867249],[0.5975062251091003],[0.9469143748283386],[0.9544869661331177],[0.7761573791503906],[0.9533542394638062],[0.9588516354560852],[0.9519238471984863],[0.9557668566703796],[0.8657206296920776],[0.7858547568321228],[0.9036298990249634],[0.9382407069206238],[0.9020077586174011],[0.8986395001411438],[0.3357500731945038]
35,,[0.692151665687561],[0.9656797051429749],[0.9636046290397644],[0.6273363828659058],[0.8758009672164917],[0.9741511344909668],[0.625584602355957],[0.8640996217727661],[0.9747026562690735],[0.6720492839813232],[0.9665422439575195],[0.8965232372283936],[0.9631732702255249],[0.9752038717269897],[0.9466394782066345],[0.9753027558326721],[0.9747087955474854],[0.9262428283691406],[0.8240808844566345],[0.9744439125061035],[0.951040506362915],[0.7243793606758118],[0.3357945382595062],[0.8790958523750305]
36,,[0.5879432559013367],[0.9626684188842773],[0.9450556635856628],[0.5898030400276184],[0.948586106300354],[0.960891842842102],[0.5910511016845703],[0.9527671337127686],[0.9649456143379211],[0.5879502296447754],[0.9572725296020508],[0.7938330769538879],[0.964714527130127],[0.9621212482452393],[0.9195950031280518],[0.9637748003005981],[0.9624726176261902],[0.89805668592453],[0.964914858341217],[0.9563874006271362],[0.9060842990875244],[0.6546886563301086],[0.7736026644706726],[0.8118274807929993]
37,,[0.6778587698936462],[0.8993841409683228],[0.7549698352813721],[0.6141091585159302],[0.8284677267074585],[0.9299950003623962],[0.7826005816459656],[0.8313623666763306],[0.9290843605995178],[0.6087071299552917],[0.8299530148506165],[0.9277023673057556],[0.9274162650108337],[0.9110147953033447],[0.8165654540061951],[0.924945592880249],[0.9158356189727783],[0.8399615287780762],[0.9423207640647888],[0.9270826578140259],[0.7949833273887634],[0.9535620808601379],[0.8565226197242737],[0.8293091058731079]
38,,[0.666633129119873],[0.800062894821167],[0.9510264992713928],[0.668591320514679],[0.7771424055099487],[0.9590599536895752],[0.6709268093109131],[0.7957888841629028],[0.9592081904411316],[0.6673915982246399],[0.8350995182991028],[0.9682936668395996],[0.9464340209960938],[0.9607897996902466],[0.9402422904968262],[0.9480014443397522],[0.961292028427124],[0.9359721541404724],[0.9625040292739868],[0.9562972187995911],[0.7753139734268188],[0.6949974298477173],[0.6677495241165161],[0.14820154011249542]
39,,[0.5396972894668579],[0.9648632407188416],[0.5571478009223938],[0.5271121859550476],[0.9398679137229919],[0.9681416749954224],[0.5529890656471252],[0.9601606726646423],[0.967547595500946],[0.5254839062690735],[0.9525577425956726],[0.7521519064903259],[0.9537009000778198],[0.970155656337738],[0.9137600064277649],[0.9508339166641235],[0.9703218340873718],[0.9224948287010193],[0.966935932636261],[0.9630756974220276],[0.8950544595718384],[0.9209125638008118],[0.912353515625],[0.9016425013542175]
40,,[0.8208840489387512],[0.9732386469841003],[0.8337056636810303],[0.5880605578422546],[0.962159276008606],[0.957212507724762],[0.5898498296737671],[0.9692472219467163],[0.953840434551239],[0.5865913033485413],[0.9663464426994324],[0.9686152338981628],[0.9528817534446716],[0.9411371946334839],[0.871428370475769],[0.9578812718391418],[0.9580639600753784],[0.8482780456542969],[0.940706193447113],[0.9224638938903809],[0.7815480828285217],[0.7695820331573486],[0.8931822776794434],[0.8643537759780884]
41,,[0.6346731781959534],[0.9449034929275513],[0.9160295128822327],[0.6410822868347168],[0.9369316697120667],[0.9188675880432129],[0.6702913045883179],[0.9454995393753052],[0.9033297896385193],[0.6334043145179749],[0.9452359676361084],[0.9353535771369934],[0.9190099239349365],[0.9145810604095459],[0.8270137310028076],[0.9191707372665405],[0.9212884306907654],[0.8267868161201477],[0.9097927212715149],[0.9269663691520691],[0.4397186040878296],[0.750617504119873],[0.8076770901679993],[0.10923877358436584]
