,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
32,,[0.29667237401008606],[0.5032584071159363],[0.6599665880203247],[0.30249252915382385],[0.7369243502616882],[0.8944806456565857],[0.3019713759422302],[0.5712270140647888],[0.8682143092155457],[0.2975241541862488],[0.6491929292678833],[0.8134209513664246],[0.9230209589004517],[0.8512824177742004],[0.8352842330932617],[0.9201180338859558],[0.8477359414100647],[0.8323240876197815],[0.9096192121505737],[0.8495731949806213],[0.8386891484260559],[0.9069440960884094],[0.835637092590332],[0.809492290019989]
33,,[0.3560064136981964],[0.6297133564949036],[0.5456795692443848],[0.3573980927467346],[0.5989033579826355],[0.9162963032722473],[0.361397385597229],[0.6094951629638672],[0.9226654171943665],[0.354373574256897],[0.6593774557113647],[0.9030612707138062],[0.9003137350082397],[0.9491336941719055],[0.9379655718803406],[0.8307422995567322],[0.8492348790168762],[0.851372241973877],[0.8489838242530823],[0.8309827446937561],[0.5317033529281616],[0.8039677143096924],[0.6658181548118591],[0.4537338614463806]
34,,[0.5215540528297424],[0.8809870481491089],[0.905178427696228],[0.5296033620834351],[0.8946233987808228],[0.9514667391777039],[0.5349100232124329],[0.9616575241088867],[0.9463199973106384],[0.5212228894233704],[0.90365070104599],[0.9203959703445435],[0.9111939668655396],[0.9570857286453247],[0.9417640566825867],[0.8865823745727539],[0.9312568306922913],[0.9534438848495483],[0.8679531812667847],[0.9477735757827759],[0.9270644783973694],[0.8824180960655212],[0.9713984727859497],[0.5562266707420349]
35,,[0.4099290370941162],[0.9103314876556396],[0.5694996118545532],[0.4116768538951874],[0.8519741892814636],[0.9558690190315247],[0.4222134053707123],[0.8339055776596069],[0.9616895914077759],[0.4096281826496124],[0.8532102704048157],[0.937990128993988],[0.9537932872772217],[0.9706438779830933],[0.9353767037391663],[0.9531769156455994],[0.9669252038002014],[0.9340535998344421],[0.9245036840438843],[0.9567769765853882],[0.895194411277771],[0.8703583478927612],[0.9676567316055298],[0.4549511969089508]
36,,[0.3482341468334198],[0.49284303188323975],[0.5684775114059448],[0.34884005784988403],[0.4895371198654175],[0.6405372619628906],[0.36127153038978577],[0.553818941116333],[0.8690983653068542],[0.34923821687698364],[0.5588685870170593],[0.7679219841957092],[0.8786979913711548],[0.824012279510498],[0.8021290302276611],[0.873192310333252],[0.8236544132232666],[0.7965349555015564],[0.8475664854049683],[0.8105687499046326],[0.5223783254623413],[0.766922652721405],[0.7281971573829651],[0.68098384141922]
37,,[0.45781832933425903],[0.6408389210700989],[0.9119930863380432],[0.4611847996711731],[0.6491764187812805],[0.8977426290512085],[0.5633915662765503],[0.6709972620010376],[0.9367800354957581],[0.4579092562198639],[0.6434177756309509],[0.9023913145065308],[0.87371826171875],[0.9328495264053345],[0.899424135684967],[0.8771486878395081],[0.938781201839447],[0.9093958735466003],[0.8426684737205505],[0.837891697883606],[0.3659960627555847],[0.6886915564537048],[0.4984659254550934],[1.7153712178696878e-05]
38,,[0.30292874574661255],[0.9204108119010925],[0.707011878490448],[0.3112371265888214],[0.8962873220443726],[0.9426389932632446],[0.39663636684417725],[0.9211392998695374],[0.9478155970573425],[0.3027458190917969],[0.918862521648407],[0.9541787505149841],[0.9181931614875793],[0.9449216723442078],[0.944409966468811],[0.9126365184783936],[0.9415894746780396],[0.9405580163002014],[0.9038864374160767],[0.9425244331359863],[0.9501419067382812],[0.8858880996704102],[0.9119837880134583],[0.6052610874176025]
39,,[0.45994582772254944],[0.8381472826004028],[0.7096996307373047],[0.4616934657096863],[0.7771523594856262],[0.9218147993087769],[0.4729132652282715],[0.8807680606842041],[0.9214480519294739],[0.45984137058258057],[0.9315300583839417],[0.8945220708847046],[0.9488476514816284],[0.9320125579833984],[0.9073405861854553],[0.9539276957511902],[0.9443586468696594],[0.8950768113136292],[0.9493940472602844],[0.943587064743042],[0.9041671752929688],[0.9304811358451843],[0.9247924089431763],[0.7094664573669434]
40,,[0.5480509400367737],[0.9106689691543579],[0.9191721677780151],[0.548018217086792],[0.8975542187690735],[0.9512284994125366],[0.5498540997505188],[0.8435885310173035],[0.9538980722427368],[0.5478171706199646],[0.9392723441123962],[0.9087066054344177],[0.9629877209663391],[0.9638567566871643],[0.9262604117393494],[0.9586280584335327],[0.9549292922019958],[0.9259848594665527],[0.9561815857887268],[0.9614545702934265],[0.8742219805717468],[0.8426938652992249],[0.5312329530715942],[0.53321772813797]
41,,[0.42338117957115173],[0.7121515274047852],[0.8746343851089478],[0.4304794371128082],[0.7232799530029297],[0.9425068497657776],[0.4556034207344055],[0.7360489964485168],[0.9322980046272278],[0.4243484437465668],[0.8983981013298035],[0.22468431293964386],[0.8843914270401001],[0.9308156371116638],[0.9659698605537415],[0.8834176659584045],[0.9259656071662903],[0.9564905762672424],[0.8419028520584106],[0.8934891819953918],[0.932347297668457],[0.9024345874786377],[0.9190260171890259],[0.6495790481567383]
42,,[0.3319249749183655],[0.5901276469230652],[0.954376757144928],[0.33550283312797546],[0.6605745553970337],[0.9492066502571106],[0.33837199211120605],[0.7807186841964722],[0.9538537859916687],[0.3318333923816681],[0.625210165977478],[0.9550435543060303],[0.8930062651634216],[0.9552220106124878],[0.9640684723854065],[0.909159243106842],[0.9566042423248291],[0.9615256190299988],[0.8767071962356567],[0.9550797343254089],[0.949883222579956],[0.8702540993690491],[0.9092501997947693],[0.6409110426902771]
43,,[0.395537406206131],[0.8142781853675842],[0.7142718434333801],[0.40927040576934814],[0.6610695123672485],[0.9292841553688049],[0.4652707278728485],[0.7865263819694519],[0.9245418906211853],[0.3822404444217682],[0.6096116900444031],[0.9257017970085144],[0.9198592305183411],[0.9548444151878357],[0.9174554944038391],[0.8765099048614502],[0.9573028087615967],[0.9227012395858765],[0.9338776469230652],[0.9549311399459839],[0.5132570266723633],[0.8510358333587646],[0.8786043524742126],[0.06015101447701454]
44,,[0.4162328541278839],[0.6763409376144409],[0.956462025642395],[0.43105563521385193],[0.6899634599685669],[0.9698420763015747],[0.43651601672172546],[0.6645449995994568],[0.968884289264679],[0.4074360728263855],[0.6632065773010254],[0.9578733444213867],[0.9491164684295654],[0.9700143933296204],[0.946911633014679],[0.9342548847198486],[0.9707979559898376],[0.9528735876083374],[0.9571666717529297],[0.9674887657165527],[0.9500023126602173],[0.9278305768966675],[0.9507522583007812],[0.6249911785125732]
