,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
42,,[0.8191774487495422],[0.894529402256012],[0.8598266839981079],[0.902984619140625],[0.9126010537147522],[0.8347246646881104],[0.9127072095870972],[0.918886661529541],[0.9403871893882751],[0.8699111342430115],[0.9344419240951538],[0.7134286761283875],[0.8938035368919373],[0.9209954142570496],[0.9201217293739319],[0.9384098052978516],[0.9262140393257141],[0.9198080897331238],[0.8712025880813599],[0.9183675050735474],[0.9092133045196533],[0.20457050204277039],[0.43935659527778625],[0.6749852299690247]
43,,[0.8874924778938293],[0.8414008617401123],[0.595393180847168],[0.8882566690444946],[0.8695254325866699],[0.6446616649627686],[0.8895289897918701],[0.8880566954612732],[0.6875885128974915],[0.8925158381462097],[0.8852602243423462],[0.6680213809013367],[0.9110835790634155],[0.8898021578788757],[0.8906753063201904],[0.8886914849281311],[0.8896402716636658],[0.8913177251815796],[0.3755446970462799],[0.8624261617660522],[0.8710177540779114],[0.8484024405479431],[0.8259495496749878],[0.8528245091438293]
44,,[0.9296377897262573],[0.9562995433807373],[0.600451648235321],[0.9320113658905029],[0.9486649036407471],[0.687415361404419],[0.9360915422439575],[0.9529959559440613],[0.7505288124084473],[0.7976411581039429],[0.9563221335411072],[0.6721343398094177],[0.9613414406776428],[0.9363541603088379],[0.9378544092178345],[0.9549031853675842],[0.9372081160545349],[0.9376131892204285],[0.960819661617279],[0.9373788237571716],[0.9376084804534912],[0.9573403596878052],[0.3293827772140503],[0.3595620393753052]
45,,[0.9436162114143372],[0.9642754793167114],[0.593021810054779],[0.9472804069519043],[0.9640991687774658],[0.5973158478736877],[0.9416757225990295],[0.9611610174179077],[0.597465991973877],[0.7992663979530334],[0.9630900025367737],[0.5938940048217773],[0.9649060964584351],[0.9564237594604492],[0.9429539442062378],[0.9535783529281616],[0.9422187209129333],[0.9425705075263977],[0.964241087436676],[0.9623421430587769],[0.944488525390625],[0.9645630717277527],[0.3587645888328552],[0.3443591296672821]
46,,[0.875541090965271],[0.9376174211502075],[0.8127273917198181],[0.9290746450424194],[0.9271423816680908],[0.8135759830474854],[0.9277731776237488],[0.9281446933746338],[0.8276664614677429],[0.8399539589881897],[0.9386951923370361],[0.812900185585022],[0.9297228455543518],[0.9311331510543823],[0.9437441825866699],[0.9253523945808411],[0.9281882047653198],[0.9438037872314453],[0.8260637521743774],[0.8869133591651917],[0.9035900235176086],[0.7840843200683594],[0.8871415853500366],[0.8970083594322205]
47,,[0.9316730499267578],[0.9521342515945435],[0.6032629609107971],[0.9308366775512695],[0.9501689076423645],[0.6031501889228821],[0.9305440783500671],[0.9519816040992737],[0.641334056854248],[0.7761017680168152],[0.9523152709007263],[0.6032711863517761],[0.9488422274589539],[0.948615312576294],[0.9331783056259155],[0.9497649669647217],[0.9500007033348083],[0.9331340193748474],[0.896676778793335],[0.9158883690834045],[0.9071258902549744],[0.3568243086338043],[0.3158518970012665],[0.31551775336265564]
48,,[0.9124182462692261],[0.9716815948486328],[0.6684722900390625],[0.9455563426017761],[0.97123122215271],[0.789091169834137],[0.922095000743866],[0.9710040092468262],[0.8547868132591248],[0.7872116565704346],[0.9710586071014404],[0.6897100806236267],[0.912575364112854],[0.9683393239974976],[0.951399028301239],[0.9290868639945984],[0.9687266945838928],[0.9517742395401001],[0.8788454532623291],[0.9387663006782532],[0.9308066964149475],[0.7948854565620422],[0.2170039415359497],[0.5212122797966003]
49,,[0.9463732242584229],[0.9507717490196228],[0.7100802659988403],[0.9475773572921753],[0.9511682987213135],[0.7913466095924377],[0.9474136829376221],[0.9501268863677979],[0.8953617215156555],[0.7851423621177673],[0.9505062699317932],[0.7262263298034668],[0.9492347240447998],[0.9472261071205139],[0.9497269988059998],[0.9456775188446045],[0.9477000832557678],[0.9496268630027771],[0.65506511926651],[0.9494279623031616],[0.9663377404212952],[0.9142253398895264],[0.0024853008799254894],[0.03284833952784538]
50,,[0.9684247970581055],[0.9716707468032837],[0.6079065799713135],[0.9696264863014221],[0.9722736477851868],[0.6087636947631836],[0.9690614342689514],[0.9709910154342651],[0.6230632662773132],[0.842546820640564],[0.9725145697593689],[0.607561469078064],[0.9645017385482788],[0.9696930646896362],[0.9724862575531006],[0.9649991989135742],[0.9708486795425415],[0.9724686145782471],[0.9161242842674255],[0.9689948558807373],[0.9728726148605347],[0.8366153240203857],[0.9370054602622986],[0.9143990874290466]
51,,[0.8310033679008484],[0.9372572898864746],[0.7051055431365967],[0.9001957178115845],[0.9065364003181458],[0.7615171074867249],[0.9014325141906738],[0.9445948004722595],[0.7647614479064941],[0.734660804271698],[0.9428364038467407],[0.7514466047286987],[0.9426038861274719],[0.8998391032218933],[0.9011918902397156],[0.933289647102356],[0.8996508717536926],[0.9009459614753723],[0.8140055537223816],[0.9157109260559082],[0.8848922848701477],[0.7527772784233093],[0.7850043773651123],[0.7976398468017578]
52,,[0.9647765159606934],[0.9456232786178589],[0.74300616979599],[0.9319992065429688],[0.9435595273971558],[0.7631073594093323],[0.9329708218574524],[0.9411600232124329],[0.9153329133987427],[0.7438634037971497],[0.9414687156677246],[0.7348510026931763],[0.9628418684005737],[0.932615339756012],[0.8780192136764526],[0.9621438384056091],[0.9340645670890808],[0.8786967992782593],[0.6939274668693542],[0.891942024230957],[0.861023485660553],[0.6845238208770752],[0.8763096928596497],[0.6815799474716187]
