,image,dice_rc_0,dice_rc_1,dice_rc_2,dice_rs3_0,dice_rs3_1,dice_rs3_2,dice_rs5_0,dice_rs5_1,dice_rs5_2,dice_cp_0,dice_cp_1,dice_cp_2,dice_bb_0,dice_bb_1,dice_bb_2,dice_bbs_05_0,dice_bbs_05_1,dice_bbs_05_2,dice_bbs_1_0,dice_bbs_1_1,dice_bbs_1_2,dice_bbs_2_0,dice_bbs_2_1,dice_bbs_2_2
32,,[0.974043071269989],[0.16562047600746155],[0.1459936797618866],[0.9717206954956055],[0.9740440249443054],[0.14607831835746765],[0.9719008207321167],[0.9737619161605835],[0.14788731932640076],[0.9730218648910522],[0.1653144806623459],[0.14595744013786316],[0.9693953990936279],[0.971569836139679],[0.9741153120994568],[0.9699129462242126],[0.9717392921447754],[0.974795401096344],[0.9699129462242126],[0.9722382426261902],[0.9762917160987854],[0.013457679189741611],[0.026215296238660812],[0.6533159017562866]
33,,[0.977586567401886],[0.21941162645816803],[0.18301500380039215],[0.974646806716919],[0.9783905148506165],[0.18366944789886475],[0.9753834009170532],[0.9794507622718811],[0.1878034621477127],[0.03135888651013374],[0.9763485193252563],[0.18309125304222107],[0.9725079536437988],[0.9751192331314087],[0.9789197444915771],[0.9723085165023804],[0.9751192331314087],[0.978655219078064],[0.9721719026565552],[0.9747161865234375],[0.9783166646957397],[0.9345505833625793],[0.9756852388381958],[0.9711127877235413]
34,,[0.8472006320953369],[0.9451664686203003],[0.290589839220047],[0.9473185539245605],[0.5190958380699158],[0.2905646562576294],[0.94354248046875],[0.676617443561554],[0.3236071765422821],[0.9453204870223999],[0.3689352571964264],[0.2902561128139496],[0.9383450746536255],[0.9471344947814941],[0.9504210352897644],[0.9384711384773254],[0.9486051201820374],[0.9478466510772705],[0.8335621356964111],[0.9184979796409607],[0.9139506220817566],[0.9140451550483704],[0.929193377494812],[0.07390281558036804]
35,,[0.020254628732800484],[0.9821019172668457],[0.976459801197052],[0.9817082285881042],[0.9829026460647583],[0.2314327210187912],[0.981967031955719],[0.9823077917098999],[0.23437927663326263],[0.9820184111595154],[0.4641069173812866],[0.2312997281551361],[0.9812704920768738],[0.9817578792572021],[0.9802195429801941],[0.9810175895690918],[0.9818944931030273],[0.9815766215324402],[0.9814289808273315],[0.9817242622375488],[0.936275839805603],[0.9163973927497864],[0.9805801510810852],[0.9814589619636536]
36,,[0.9765841364860535],[0.929010272026062],[0.23741216957569122],[0.9762566089630127],[0.9421630501747131],[0.23763087391853333],[0.9760206937789917],[0.9528684616088867],[0.23878979682922363],[0.9765864014625549],[0.9028289318084717],[0.23743616044521332],[0.9750311970710754],[0.9763214588165283],[0.9755796194076538],[0.9746324419975281],[0.9758245944976807],[0.9766198992729187],[0.9760696887969971],[0.9373299479484558],[0.9283056259155273],[0.9766352772712708],[0.9321621656417847],[0.9244416952133179]
37,,[0.9659222364425659],[0.9674516320228577],[0.1277645379304886],[0.96589595079422],[0.9679031372070312],[0.12763981521129608],[0.9639717936515808],[0.9678101539611816],[0.12731395661830902],[0.008173881098628044],[0.009652867913246155],[0.9614863395690918],[0.9621673822402954],[0.9641857147216797],[0.9675250053405762],[0.9621673822402954],[0.9643856883049011],[0.9676303863525391],[0.9636785387992859],[0.9664196968078613],[0.9673964977264404],[0.48352891206741333],[0.859178900718689],[0.93906170129776]
38,,[0.973016083240509],[0.33719760179519653],[0.17844176292419434],[0.9728903770446777],[0.9744337201118469],[0.17831146717071533],[0.9708491563796997],[0.9738657474517822],[0.1783941686153412],[0.9727393388748169],[0.8108225464820862],[0.17844176292419434],[0.9700694680213928],[0.9725808501243591],[0.9741619229316711],[0.9699198007583618],[0.9720223546028137],[0.9744099974632263],[0.9699077010154724],[0.9719501733779907],[0.9738830924034119],[0.9698670506477356],[0.9723109602928162],[0.9741790294647217]
39,,[0.970562756061554],[0.9103970527648926],[0.16632802784442902],[0.9678679704666138],[0.9725918769836426],[0.1661049723625183],[0.9650065302848816],[0.9733266234397888],[0.1660565584897995],[0.9702698588371277],[0.9400027394294739],[0.166349396109581],[0.9629629850387573],[0.9693508744239807],[0.9721384644508362],[0.9628875255584717],[0.969052791595459],[0.9722082614898682],[0.9632647037506104],[0.969052791595459],[0.972359836101532],[0.818664014339447],[0.8862144351005554],[0.9117422699928284]
40,,[0.6825209856033325],[0.9661483764648438],[0.3284916281700134],[0.7214871048927307],[0.9662444591522217],[0.328135222196579],[0.9653511047363281],[0.966510534286499],[0.3276219666004181],[0.6708700060844421],[0.96621173620224],[0.32848408818244934],[0.9648916721343994],[0.9658209085464478],[0.9669377207756042],[0.9646924734115601],[0.9657204151153564],[0.9668744206428528],[0.8130063414573669],[0.8894726037979126],[0.9659497737884521],[0.012152010574936867],[0.7760610580444336],[0.4821171164512634]
41,,[0.9679372310638428],[0.38407522439956665],[0.2880263924598694],[0.9663056135177612],[0.9673709869384766],[0.2878359258174896],[0.9654757976531982],[0.9674091935157776],[0.28783902525901794],[0.5656003952026367],[0.9674063324928284],[0.2880263924598694],[0.9657189846038818],[0.9670271873474121],[0.968139111995697],[0.9650538563728333],[0.9662660360336304],[0.9674529433250427],[0.9646077752113342],[0.9657188057899475],[0.9669902920722961],[0.12802080810070038],[0.9665032625198364],[0.9645495414733887]
42,,[0.9825741648674011],[0.9315179586410522],[0.2558044195175171],[0.9812808632850647],[0.982875406742096],[0.25554952025413513],[0.9814638495445251],[0.9824788570404053],[0.25538697838783264],[0.9820178151130676],[0.9823623299598694],[0.2557585537433624],[0.9814068675041199],[0.9820053577423096],[0.9832801818847656],[0.9814003705978394],[0.9818716645240784],[0.9834116101264954],[0.9810420274734497],[0.9818150401115417],[0.9833534359931946],[0.004454626236110926],[0.9713308811187744],[0.9823771119117737]
43,,[0.9833534955978394],[0.9503565430641174],[0.3720896542072296],[0.9832314252853394],[0.955769419670105],[0.37151631712913513],[0.9816075563430786],[0.9839253425598145],[0.37136656045913696],[0.9832953214645386],[0.4694702923297882],[0.372004896402359],[0.98148512840271],[0.9828004240989685],[0.9836561679840088],[0.9813987612724304],[0.9827678799629211],[0.98353111743927],[0.9815458655357361],[0.9832446575164795],[0.9372389316558838],[0.9629715085029602],[0.9830279350280762],[0.9330973029136658]
